message,sentiment
 I think it's great to learn about. , Happy
 That is awesome! I seen something about starship troopers is the only science fiction novel that is used by three of the five branches in the us military., Happy
" Yeah me either! A judge in 1950's tried to ban science fiction comics. Get this, because there was a black character! ", Happy
" I know right! haha, well it was nice talking to you, I've got to fix dinner now. Bye! :)", Happy
" Great! Did you know that Oscar Isaac requested that his character in The Force Awakens be from Yavin 4, because he's from Guatemala and that's where the Yavin 4 scenes were shot in the original trilogy?", Happy
" Huh, he didn't win an Emmy for the Star War Christmas special? Haha. In 2013 Star Wars was the first film to be dubbed into a Native American language -- Navajo. ", Happy
" You would think. It is sad. For the original Star Wars movie, James Earl jones only got paid $7500 and recorded all of his lines in just 2 and a half hours. Talk about a bargain. ", Happy
" And that's after they studio thought it was going to flop, so Lucas gave up his $500k directing fee in return for licensing and merchandising rights. Maybe one of the best business decisions ever made!", Happy
" Seems like it was over a billion. Back to Lucas's wife -- she had a lot of the best ideas for the original movie, like Obi Wan's death. ", Happy
 I cried when I saw that part. Still makes me sad. She also suggested Leia's good luck kiss..., Happy
 And re-edited the trench run scene to make it more suspenseful. Those are some big contributions. Much deserving of the editing Oscar. , Happy
 Totally agree. I did LOVE the spin-off Rogue One though from 2016. That one felt like a true Star Wars movie from back i the day. , Happy
 I did like that one. I thought that had a good story and nice acting. There's a reason why they are the most successful film merchandising franchise!, Happy
 Definitely. I also like the diversity of the films. Did you know in the 1950's a judge tried to ban a sci-fi comic because one of the characters was black? Crazy. , Happy
" The 50's were a different time, unfortunately. One of the first sci-fi stories is thought to be from ancient Greece, over 1800 years ago, about plant-based aliens living on the moon.", Happy
 Haha. Isaac Asimov coined the term Robots in 1941. I'd have thought it was much older than that. , Happy
 Yeah. That seems young. Nice chatting with you!, Happy
 travel the world and explore as many countries as possible . and you?, Happy
" Yes, I rod a once, I was raised on a farm and all my friends had a horse except me.", Happy
 THey are such gentle creatures. Nice chatting with you., Happy
 I think the same. It was good talking to you too!, Happy
 Hello. Do you play any video games?, Happy
" Yes, cathode ray tubes have come and gone and the game plays on.  I have a Playstation 3, but no plans to upgrade.  ", Happy
" Yes, people let them run and they network together.  Sort of like the 1760 PS3's used by the department of defense to make a super computer.  Never tried Madden.", Happy
 Never played madden. You will have to try it. How about grand theft auto. Have you played that one?, Happy
 I do indeed love GTA.  I want to say that I played early rev levels on a PC.  It was a different game back then. FUDGE RIPPLE!  I will search for a disk and see if it is audio., Happy
 THe original game when played in a cd player would play the soundtrack to the game., Happy
 Actually I have. I dont know if that is why I got it though. I was typing a lot for work when I got it., Happy
" Yes, it can be a big deal.  Imagine a Major League Baseball player missing games because of carpel tunnel.  LOL.", Happy
 I can imagine it. It really is painful. Did you know that baseball managers wear a uniform because they are allowed to play if needed?, Happy
 He would be steamed and I would be totally embarrassed. Lol. Did you ever play soccer baseball. That's what Canadians call kickball., Happy
 Maybe he should. What did you think about that guy findin 3 million dollars worth of old baseball cards in his grandpas attic., Happy
 I do like GOT! George RR Martin is the author and a genius!, Happy
" ya, he is a great actor though, so many classic roles like Maverick in Top gun and Ron Kovic in Born on the Fourth of July", Happy
 Yeah I really like him in The Last Samurai.  He spend time learning Japanese and swordplay on this own to prepare for the role.  Good on him., Happy
" I liked him in Rainman too, that movie won Best Picture.  I think one of my favorites is when he plays a hitman in Collateral with Jamie Foxx.", Happy
" oh wow ya I'm glad I didn't get that, I just use Netflix and thats enough for me", Happy
 I am!  I have been a subscriber for years and especially love the original content!, Happy
 I was! I think it was in 2007 when they started adding streaming features., Happy
" Actually, Peter Dinklage plays Tyrion Lannister on Game of Thrones! ", Happy
" Oh wow! That's a beautiful show I've been meaning to watch, it's filmed in Ireland I think! And from the limited parts I've seen the scenery is gorgeous.", Happy
 Yes. It is my most favorite show - which it definitely has earned with all of its Emmys - 47 to be exact! , Happy
" Oh wow that's very cool! Hey at least if you ever want to pick up a new show after, Nat Geo Wild has a show that parodies Game of Thrones but follows lions!", Happy
 Me too. I love Top Gun., Happy
 It was great chatting., Happy
 Did you know the china wall was very large and famous in the world., Happy
 I love tom cruise and his movies. It was awesome. mission impossible movie was so great., Happy
 Yep I like Mission Impossible II. I also like The Color of Money in the movie Cocktail. Eyes Wide Shut was pretty weird though haha, Happy
 tom cruise edge of tomorrow movie was awesome. edge of tomorrow directer has a great mind., Happy
 Tom cruise was great actor and hard worker. He spend a lot of to learn a japanese language., Happy
 I watch all 7 seasons. it's all are good., Happy
 good morning to you, Happy
 Good morning! Are a fan of The Simpsons? Fox News once tried to sue to get the show to stop parodying them. , Happy
" They practically ARE a parody! Do you remember their version of the Daily show from 2007? Man, it was terrible. Really, really terrible. It was canceled after 13 episodes. ", Happy
" Yeah, fox tried to copy it with their own show called the Half Hour News Hour. ", Happy
 I did not know that. But I'm sure Rupert Murdoch owns dozens of companies I don't know about. Another thing I didn't know -- Hillary Clinton was the president of the You ng Republicans in college. , Happy
